OriginalOrder,Date,Year,Month,Julian,max.F,min.F,precip.in,max.C,min.C,precip.mm,mean.C,rain.mm,snow.mm,SnowDepth.mm
4788,2/26/1917,1917,Feb,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,914.4
4789,2/27/1917,1917,Feb,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,889
4790,2/28/1917,1917,Feb,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,863.6
4791,3/1/1917,1917,Mar,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,863.6
4792,3/2/1917,1917,Mar,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,838.2
4793,3/3/1917,1917,Mar,62,35,-33,NA,1.666666667,-36.11111111,NA,-17.22222222,NA,NA,812.8
4794,3/4/1917,1917,Mar,63,37,-12,NA,2.777777778,-24.44444444,NA,-10.83333333,NA,NA,812.8
4795,3/5/1917,1917,Mar,64,45,-17,NA,7.222222222,-27.22222222,NA,-10,NA,NA,762
4796,3/6/1917,1917,Mar,65,25,-18,NA,-3.888888889,-27.77777778,NA,-15.83333333,NA,NA,736.6
4797,3/7/1917,1917,Mar,66,23,-9,NA,-5,-22.77777778,NA,-13.88888889,NA,NA,711.2
4798,3/8/1917,1917,Mar,67,25,-5,NA,-3.888888889,-20.55555556,NA,-12.22222222,NA,NA,685.8
4799,3/9/1917,1917,Mar,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,685.8
4800,3/10/1917,1917,Mar,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,660.4
4801,3/11/1917,1917,Mar,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,635
4802,3/12/1917,1917,Mar,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,939.8
4803,3/13/1917,1917,Mar,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,914.4
4804,3/14/1917,1917,Mar,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,863.6
4805,3/15/1917,1917,Mar,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,838.2
4806,3/16/1917,1917,Mar,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,812.8
4807,3/17/1917,1917,Mar,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.4
4808,3/18/1917,1917,Mar,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.4
4809,3/19/1917,1917,Mar,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,762
4810,3/20/1917,1917,Mar,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,889
4811,3/21/1917,1917,Mar,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,939.8
4812,3/22/1917,1917,Mar,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,812.8
4813,3/23/1917,1917,Mar,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,914.4
4814,3/24/1917,1917,Mar,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,838.2
4815,3/25/1917,1917,Mar,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,863.6
4816,3/26/1917,1917,Mar,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,812.8
4817,3/27/1917,1917,Mar,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.4
4818,3/28/1917,1917,Mar,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.4
4819,3/29/1917,1917,Mar,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,736.6
4820,3/30/1917,1917,Mar,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,711.2
4821,3/31/1917,1917,Mar,90,50,-33,NA,10,-36.11111111,NA,-13.05555556,NA,NA,685.8
4822,4/1/1917,1917,Apr,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,685.8
4823,4/2/1917,1917,Apr,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,609.6
4824,4/3/1917,1917,Apr,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,609.6
4825,4/4/1917,1917,Apr,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,609.6
4826,4/5/1917,1917,Apr,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.2
4827,4/6/1917,1917,Apr,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.8
4828,4/7/1917,1917,Apr,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.8
4829,4/8/1917,1917,Apr,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.8
4830,4/9/1917,1917,Apr,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.6
4831,4/10/1917,1917,Apr,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.8
4832,4/11/1917,1917,Apr,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.6
4833,4/12/1917,1917,Apr,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.4
4834,4/13/1917,1917,Apr,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.6
4835,4/14/1917,1917,Apr,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8
4836,4/15/1917,1917,Apr,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4837,4/16/1917,1917,Apr,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4838,4/17/1917,1917,Apr,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4839,4/18/1917,1917,Apr,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4840,4/19/1917,1917,Apr,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4841,4/20/1917,1917,Apr,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4842,4/21/1917,1917,Apr,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4843,4/22/1917,1917,Apr,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4844,4/23/1917,1917,Apr,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4845,4/24/1917,1917,Apr,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4846,4/25/1917,1917,Apr,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4847,4/26/1917,1917,Apr,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4848,4/27/1917,1917,Apr,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4849,4/28/1917,1917,Apr,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4850,4/29/1917,1917,Apr,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4851,4/30/1917,1917,Apr,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4852,5/1/1917,1917,May,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4853,5/2/1917,1917,May,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4854,5/3/1917,1917,May,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4855,5/4/1917,1917,May,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4856,5/5/1917,1917,May,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4857,5/6/1917,1917,May,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4858,5/7/1917,1917,May,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4859,5/8/1917,1917,May,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4860,5/9/1917,1917,May,129,42,-10,NA,5.555555556,-23.33333333,NA,-8.888888889,NA,NA,NA
4861,5/10/1917,1917,May,130,50,15,NA,10,-9.444444444,NA,0.277777778,NA,NA,NA
4862,5/11/1917,1917,May,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4863,5/12/1917,1917,May,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4864,5/13/1917,1917,May,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4865,5/14/1917,1917,May,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4866,5/15/1917,1917,May,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4867,5/16/1917,1917,May,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4868,5/17/1917,1917,May,137,52,18,NA,11.11111111,-7.777777778,NA,1.666666667,NA,NA,NA
4869,5/18/1917,1917,May,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4870,5/19/1917,1917,May,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4871,5/20/1917,1917,May,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4872,5/21/1917,1917,May,141,58,18,NA,14.44444444,-7.777777778,NA,3.333333333,NA,NA,NA
4873,5/22/1917,1917,May,142,54,30,NA,12.22222222,-1.111111111,NA,5.555555556,NA,NA,NA
4874,5/23/1917,1917,May,143,58,23,NA,14.44444444,-5,NA,4.722222222,NA,NA,NA
4875,5/24/1917,1917,May,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4876,5/25/1917,1917,May,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4877,5/26/1917,1917,May,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4878,5/27/1917,1917,May,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4879,5/28/1917,1917,May,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4880,5/29/1917,1917,May,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4881,5/30/1917,1917,May,150,59,23,NA,15,-5,NA,5,NA,NA,NA
4882,5/31/1917,1917,May,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4883,6/1/1917,1917,Jun,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4884,6/2/1917,1917,Jun,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4885,6/3/1917,1917,Jun,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4886,6/4/1917,1917,Jun,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4887,6/5/1917,1917,Jun,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4888,6/6/1917,1917,Jun,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4889,6/7/1917,1917,Jun,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4890,6/8/1917,1917,Jun,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4891,6/9/1917,1917,Jun,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4892,6/10/1917,1917,Jun,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4893,6/11/1917,1917,Jun,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4894,6/12/1917,1917,Jun,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4895,6/13/1917,1917,Jun,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4896,6/14/1917,1917,Jun,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4897,6/15/1917,1917,Jun,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4898,6/16/1917,1917,Jun,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4899,6/17/1917,1917,Jun,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4900,6/18/1917,1917,Jun,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4901,6/19/1917,1917,Jun,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4902,6/20/1917,1917,Jun,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4903,6/21/1917,1917,Jun,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4904,6/22/1917,1917,Jun,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4905,6/23/1917,1917,Jun,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4906,6/24/1917,1917,Jun,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4907,6/25/1917,1917,Jun,176,64,25,0,17.77777778,-3.888888889,0,6.944444444,0,0,NA
4908,6/26/1917,1917,Jun,177,69,27,0,20.55555556,-2.777777778,0,8.888888889,0,0,NA
4909,6/27/1917,1917,Jun,178,66,30,0,18.88888889,-1.111111111,0,8.888888889,0,0,NA
4910,6/28/1917,1917,Jun,179,73,24,0,22.77777778,-4.444444444,0,9.166666667,0,0,NA
4911,6/29/1917,1917,Jun,180,73,32,0,22.77777778,0,0,11.38888889,0,0,NA
4912,6/30/1917,1917,Jun,181,61,27,NA,16.11111111,-2.777777778,NA,6.666666667,NA,NA,NA
4913,7/1/1917,1917,Jul,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4914,7/2/1917,1917,Jul,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4915,7/3/1917,1917,Jul,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4916,7/4/1917,1917,Jul,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4917,7/5/1917,1917,Jul,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4918,7/6/1917,1917,Jul,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4
4919,7/7/1917,1917,Jul,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,127
4920,7/8/1917,1917,Jul,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.8
4921,7/9/1917,1917,Jul,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.4
4922,7/10/1917,1917,Jul,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,355.6
4923,7/11/1917,1917,Jul,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.8
4924,7/12/1917,1917,Jul,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,254
4925,7/13/1917,1917,Jul,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,254
4926,7/14/1917,1917,Jul,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,254
4927,7/15/1917,1917,Jul,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,254
4928,7/16/1917,1917,Jul,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,254
4929,7/17/1917,1917,Jul,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.6
4930,7/18/1917,1917,Jul,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.6
4931,7/19/1917,1917,Jul,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.2
4932,7/20/1917,1917,Jul,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.2
4933,7/21/1917,1917,Jul,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.2
4934,7/22/1917,1917,Jul,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.2
4935,7/23/1917,1917,Jul,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.2
4936,7/24/1917,1917,Jul,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.2
4937,7/25/1917,1917,Jul,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.2
4938,7/26/1917,1917,Jul,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.2
4939,7/27/1917,1917,Jul,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.2
4940,7/28/1917,1917,Jul,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.4
4941,7/29/1917,1917,Jul,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.4
4942,7/30/1917,1917,Jul,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.4
4943,7/31/1917,1917,Jul,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.4
4944,8/1/1917,1917,Aug,213,66,51,0,18.88888889,10.55555556,0,14.72222222,0,0,279.4
4945,8/2/1917,1917,Aug,214,64,NA,0,17.77777778,NA,0,NA,NA,NA,254
4946,8/3/1917,1917,Aug,215,65,NA,0.13,18.33333333,NA,3.302,NA,NA,NA,254
4947,8/4/1917,1917,Aug,216,59,56,0,15,13.33333333,0,14.16666667,0,0,254
4948,8/5/1917,1917,Aug,217,60,49,0,15.55555556,9.444444444,0,12.5,0,0,254
4949,8/6/1917,1917,Aug,218,66,NA,0,18.88888889,NA,0,NA,NA,NA,254
4950,8/7/1917,1917,Aug,219,67,60,0,19.44444444,15.55555556,0,17.5,0,0,254
4951,8/8/1917,1917,Aug,220,73,NA,0,22.77777778,NA,0,NA,NA,NA,381
4952,8/9/1917,1917,Aug,221,73,NA,0.02,22.77777778,NA,0.508,NA,NA,NA,381
4953,8/10/1917,1917,Aug,222,NA,NA,0,NA,NA,0,NA,NA,NA,330.2
4954,8/11/1917,1917,Aug,223,63,54,0,17.22222222,12.22222222,0,14.72222222,0,0,381
4955,8/12/1917,1917,Aug,224,69,NA,0,20.55555556,NA,0,NA,NA,NA,558.8
4956,8/13/1917,1917,Aug,225,69,NA,0.01,20.55555556,NA,0.254,NA,NA,NA,533.4
4957,8/14/1917,1917,Aug,226,70,55,0.29,21.11111111,12.77777778,7.366,16.94444444,7.365961262,3.87E-05,558.8
4958,8/15/1917,1917,Aug,227,71,53,0,21.66666667,11.66666667,0,16.66666667,0,0,NA
4959,8/16/1917,1917,Aug,228,73,52,0,22.77777778,11.11111111,0,16.94444444,0,0,787.4
4960,8/17/1917,1917,Aug,229,68,47,0.19,20,8.333333333,4.826,14.16666667,4.825765807,0.000234193,787.4
4961,8/18/1917,1917,Aug,230,68,NA,0.01,20,NA,0.254,NA,NA,NA,787.4
4962,8/19/1917,1917,Aug,231,75,53,0,23.88888889,11.66666667,0,17.77777778,0,0,762
4963,8/20/1917,1917,Aug,232,71,46,0,21.66666667,7.777777778,0,14.72222222,0,0,736.6
4964,8/21/1917,1917,Aug,233,79,NA,0,26.11111111,NA,0,NA,NA,NA,736.6
4965,8/22/1917,1917,Aug,234,68,60,0,20,15.55555556,0,17.77777778,0,0,NA
4966,8/23/1917,1917,Aug,235,72,60,0,22.22222222,15.55555556,0,18.88888889,0,0,NA
4967,8/24/1917,1917,Aug,236,78,NA,0,25.55555556,NA,0,NA,NA,NA,NA
4968,8/25/1917,1917,Aug,237,74,63,0,23.33333333,17.22222222,0,20.27777778,0,0,863.6
4969,8/26/1917,1917,Aug,238,NA,50,0.18,NA,10,4.572,NA,NA,NA,863.6
4970,8/27/1917,1917,Aug,239,68,NA,0,20,NA,0,NA,NA,NA,863.6
4971,8/28/1917,1917,Aug,240,65,55,0,18.33333333,12.77777778,0,15.55555556,0,0,863.6
4972,8/29/1917,1917,Aug,241,74,NA,0,23.33333333,NA,0,NA,NA,NA,NA
4973,8/30/1917,1917,Aug,242,72,NA,0,22.22222222,NA,0,NA,NA,NA,914.4
4974,8/31/1917,1917,Aug,243,61,51,0,16.11111111,10.55555556,0,13.33333333,0,0,914.4
4975,9/1/1917,1917,Sep,244,69,NA,0,20.55555556,NA,0,NA,NA,NA,914.4
4976,9/2/1917,1917,Sep,245,74,NA,0,23.33333333,NA,0,NA,NA,NA,812.8
4977,9/3/1917,1917,Sep,246,76,64,0,24.44444444,17.77777778,0,21.11111111,0,0,812.8
4978,9/4/1917,1917,Sep,247,70,58,0.23,21.11111111,14.44444444,5.842,17.77777778,5.841984226,1.58E-05,787.4
4979,9/5/1917,1917,Sep,248,65,51,0.18,18.33333333,10.55555556,4.572,14.44444444,4.571822341,0.000177659,762
4980,9/6/1917,1917,Sep,249,54,43,0.64,12.22222222,6.111111111,16.256,9.166666667,16.21304136,0.042958644,736.6
4981,9/7/1917,1917,Sep,250,64,NA,0,17.77777778,NA,0,NA,NA,NA,762
4982,9/8/1917,1917,Sep,251,68,54,0,20,12.22222222,0,16.11111111,0,0,762
4983,9/9/1917,1917,Sep,252,76,NA,0,24.44444444,NA,0,NA,NA,NA,762
4984,9/10/1917,1917,Sep,253,74,54,0,23.33333333,12.22222222,0,17.77777778,0,0,762
4985,9/11/1917,1917,Sep,254,67,52,0,19.44444444,11.11111111,0,15.27777778,0,0,863.6
4986,9/12/1917,1917,Sep,255,NA,NA,0,NA,NA,0,NA,NA,NA,812.8
4987,9/13/1917,1917,Sep,256,66,32,0.16,18.88888889,0,4.064,9.444444444,4.055395821,0.008604179,787.4
4988,9/14/1917,1917,Sep,257,46,32,0.77,7.777777778,0,19.558,3.888888889,16.56524159,2.992758414,762
4989,9/15/1917,1917,Sep,258,46,31,0.05,7.777777778,-0.555555556,1.27,3.611111111,1.036207532,0.233792468,762
4990,9/16/1917,1917,Sep,259,56,31,0,13.33333333,-0.555555556,0,6.388888889,0,0,736.6
4991,9/17/1917,1917,Sep,260,65,30,0,18.33333333,-1.111111111,0,8.611111111,0,0,762
4992,9/18/1917,1917,Sep,261,63,29,0.05,17.22222222,-1.666666667,1.27,7.777777778,1.259859541,0.010140459,685.8
4993,9/19/1917,1917,Sep,262,66,45,0,18.88888889,7.222222222,0,13.05555556,0,0,609.6
4994,9/20/1917,1917,Sep,263,56,30,0,13.33333333,-1.111111111,0,6.111111111,0,0,609.6
4995,9/21/1917,1917,Sep,264,68,29,0,20,-1.666666667,0,9.166666667,0,0,635
4996,9/22/1917,1917,Sep,265,63,33,0,17.22222222,0.555555556,0,8.888888889,0,0,660.4
4997,9/23/1917,1917,Sep,266,49,36,0.46,9.444444444,2.222222222,11.684,5.833333333,11.25481641,0.429183589,635
4998,9/24/1917,1917,Sep,267,38,32,0.21,3.333333333,0,5.334,1.666666667,2.578132911,2.755867089,609.6
4999,9/25/1917,1917,Sep,268,38,34,0.17,3.333333333,1.111111111,4.318,2.222222222,2.562029245,1.755970755,584.2
5000,9/26/1917,1917,Sep,269,45,26,0,7.222222222,-3.333333333,0,1.944444444,0,0,558.8
5001,9/27/1917,1917,Sep,270,47,30,0,8.333333333,-1.111111111,0,3.611111111,0,0,533.4
5002,9/28/1917,1917,Sep,271,60,32,0,15.55555556,0,0,7.777777778,0,0,533.4
5003,9/29/1917,1917,Sep,272,63,29,0,17.22222222,-1.666666667,0,7.777777778,0,0,508
5004,9/30/1917,1917,Sep,273,63,29,0,17.22222222,-1.666666667,0,7.777777778,0,0,508
5005,10/1/1917,1917,Oct,274,56,34,0.05,13.33333333,1.111111111,1.27,7.222222222,1.254255056,0.015744944,482.6
5006,10/2/1917,1917,Oct,275,54,29,0,12.22222222,-1.666666667,0,5.277777778,0,0,482.6
5007,10/3/1917,1917,Oct,276,65,29,0,18.33333333,-1.666666667,0,8.333333333,0,0,431.8
5008,10/4/1917,1917,Oct,277,65,26,0,18.33333333,-3.333333333,0,7.5,0,0,406.4
5009,10/5/1917,1917,Oct,278,65,25,0,18.33333333,-3.888888889,0,7.222222222,0,0,304.8
5010,10/6/1917,1917,Oct,279,56,36,0,13.33333333,2.222222222,0,7.777777778,0,0,254
5011,10/7/1917,1917,Oct,280,53,25,0,11.66666667,-3.888888889,0,3.888888889,0,0,203.2
5012,10/8/1917,1917,Oct,281,60,23,0,15.55555556,-5,0,5.277777778,0,0,152.4
5013,10/9/1917,1917,Oct,282,61,24,0,16.11111111,-4.444444444,0,5.833333333,0,0,152.4
5014,10/10/1917,1917,Oct,283,61,24,0,16.11111111,-4.444444444,0,5.833333333,0,0,76.2
5015,10/11/1917,1917,Oct,284,56,22,0,13.33333333,-5.555555556,0,3.888888889,0,0,76.2
5016,10/12/1917,1917,Oct,285,58,22,0,14.44444444,-5.555555556,0,4.444444444,0,0,25.4
5017,10/13/1917,1917,Oct,286,56,22,0,13.33333333,-5.555555556,0,3.888888889,0,0,NA
5018,10/14/1917,1917,Oct,287,58,23,0,14.44444444,-5,0,4.722222222,0,0,NA
5019,10/15/1917,1917,Oct,288,59,24,0,15,-4.444444444,0,5.277777778,0,0,NA
5020,10/16/1917,1917,Oct,289,52,25,0,11.11111111,-3.888888889,0,3.611111111,0,0,NA
5021,10/17/1917,1917,Oct,290,43,15,0.09,6.111111111,-9.444444444,2.286,-1.666666667,0.13952567,2.14647433,NA
5022,10/18/1917,1917,Oct,291,33,-2,0,0.555555556,-18.88888889,0,-9.166666667,0,0,NA
5023,10/19/1917,1917,Oct,292,NA,-2,0,NA,-18.88888889,0,NA,NA,NA,NA
5024,10/20/1917,1917,Oct,293,44,10,0,6.666666667,-12.22222222,0,-2.777777778,0,0,NA
5025,10/21/1917,1917,Oct,294,42,19,0,5.555555556,-7.222222222,0,-0.833333333,0,0,NA
5026,10/22/1917,1917,Oct,295,43,18,0,6.111111111,-7.777777778,0,-0.833333333,0,0,NA
5027,10/23/1917,1917,Oct,296,54,18,0,12.22222222,-7.777777778,0,2.222222222,0,0,NA
5028,10/24/1917,1917,Oct,297,42,25,0.09,5.555555556,-3.888888889,2.286,0.833333333,0.741723966,1.544276034,NA
5029,10/25/1917,1917,Oct,298,30,8,0.29,-1.111111111,-13.33333333,7.366,-7.222222222,0.005618638,7.360381362,NA
5030,10/26/1917,1917,Oct,299,27,13,0.22,-2.777777778,-10.55555556,5.588,-6.666666667,0.006644926,5.581355074,NA
5031,10/27/1917,1917,Oct,300,32,3,0.17,0,-16.11111111,4.318,-8.055555556,0.001691662,4.316308338,NA
5032,10/28/1917,1917,Oct,301,22,1,0,-5.555555556,-17.22222222,0,-11.38888889,0,0,NA
5033,10/29/1917,1917,Oct,302,26,NA,0,-3.333333333,NA,0,NA,NA,NA,NA
5034,10/30/1917,1917,Oct,303,39,-17,0,3.888888889,-27.22222222,0,-11.66666667,0,0,NA
5035,10/31/1917,1917,Oct,304,46,15,0,7.777777778,-9.444444444,0,-0.833333333,0,0,NA
5036,11/1/1917,1917,Nov,305,49,12,0,9.444444444,-11.11111111,0,-0.833333333,0,0,NA
5037,11/2/1917,1917,Nov,306,51,16,0,10.55555556,-8.888888889,0,0.833333333,0,0,NA
5038,11/3/1917,1917,Nov,307,49,16,0,9.444444444,-8.888888889,0,0.277777778,0,0,NA
5039,11/4/1917,1917,Nov,308,47,23,0,8.333333333,-5,0,1.666666667,0,0,NA
5040,11/5/1917,1917,Nov,309,49,16,0,9.444444444,-8.888888889,0,0.277777778,0,0,NA
5041,11/6/1917,1917,Nov,310,50,16,0,10,-8.888888889,0,0.555555556,0,0,NA
5042,11/7/1917,1917,Nov,311,53,18,0,11.66666667,-7.777777778,0,1.944444444,0,0,NA
5043,11/8/1917,1917,Nov,312,38,26,NA,3.333333333,-3.333333333,NA,0,NA,NA,NA
5044,11/9/1917,1917,Nov,313,39,19,0,3.888888889,-7.222222222,0,-1.666666667,0,0,NA
5045,11/10/1917,1917,Nov,314,43,16,0,6.111111111,-8.888888889,0,-1.388888889,0,0,NA
5046,11/11/1917,1917,Nov,315,45,13,0,7.222222222,-10.55555556,0,-1.666666667,0,0,NA
5047,11/12/1917,1917,Nov,316,45,15,0,7.222222222,-9.444444444,0,-1.111111111,0,0,NA
5048,11/13/1917,1917,Nov,317,45,16,0,7.222222222,-8.888888889,0,-0.833333333,0,0,NA
5049,11/14/1917,1917,Nov,318,43,20,0,6.111111111,-6.666666667,0,-0.277777778,0,0,NA
5050,11/15/1917,1917,Nov,319,43,16,NA,6.111111111,-8.888888889,NA,-1.388888889,NA,NA,NA
5051,11/16/1917,1917,Nov,320,31,23,0.05,-0.555555556,-5,1.27,-2.777777778,0.033055156,1.236944844,NA
5052,11/17/1917,1917,Nov,321,34,7,0,1.111111111,-13.88888889,0,-6.388888889,0,0,NA
5053,11/18/1917,1917,Nov,322,38,13,0,3.333333333,-10.55555556,0,-3.611111111,0,0,NA
5054,11/19/1917,1917,Nov,323,43,12,0,6.111111111,-11.11111111,0,-2.5,0,0,NA
5055,11/20/1917,1917,Nov,324,41,10,0,5,-12.22222222,0,-3.611111111,0,0,NA
5056,11/21/1917,1917,Nov,325,43,19,0,6.111111111,-7.222222222,0,-0.555555556,0,0,NA
5057,11/22/1917,1917,Nov,326,47,19,0,8.333333333,-7.222222222,0,0.555555556,0,0,NA
